object_id,object_type,total_amount,status
PO5381,Purchase Order,28881.69,Created
GRN3287,Goods Receipt,,
Invoice1741,Invoice,,
Payment9300,Payment,,
PO6133,Purchase Order,2494.97,Created
GRN5629,Goods Receipt,,
Invoice9311,Invoice,,
Payment4305,Payment,,
PO6527,Purchase Order,4333.42,Created
GRN7148,Goods Receipt,,
Invoice2132,Invoice,,
Payment4030,Payment,,
PO8575,Purchase Order,26281.800000000003,Created
GRN5367,Goods Receipt,,
Invoice4222,Invoice,,
Payment9573,Payment,,
PO9305,Purchase Order,7202.68,Created
GRN4739,Goods Receipt,,
Invoice3727,Invoice,,
Payment4567,Payment,,
PO5523,Purchase Order,6244.57,Created
GRN4732,Goods Receipt,,
Invoice9352,Invoice,,
Payment8313,Payment,,
PO1435,Purchase Order,31440.0,Created
GRN9480,Goods Receipt,,
Invoice3799,Invoice,,
Payment3059,Payment,,
PO3790,Purchase Order,6487.96,Created
GRN5556,Goods Receipt,,
Invoice5640,Invoice,,
Payment3143,Payment,,
PO886,Purchase Order,4052.75,Created
GRN6870,Goods Receipt,,
Invoice5346,Invoice,,
Payment9714,Payment,,
PO5104,Purchase Order,7815.87,Created
GRN1508,Goods Receipt,,
Payment9748,Payment,,
PO7105,Purchase Order,6376.13,Created
GRN7955,Goods Receipt,,
Invoice6447,Invoice,,
PO3519,Purchase Order,2350.98,Created
GRN8199,Goods Receipt,,
Invoice4284,Invoice,,
Payment6305,Payment,,
GRN9767,Goods Receipt,,
Invoice2143,Invoice,,
Payment9855,Payment,,
PO7371,Purchase Order,11334.86,Created
GRN5340,Goods Receipt,,
Invoice3902,Invoice,,
Payment9490,Payment,,
PO3385,Purchase Order,20389.35,Created
GRN1140,Goods Receipt,,
Invoice5939,Invoice,,
Payment1804,Payment,,
PO4324,Purchase Order,15421.9,Created
GRN6456,Goods Receipt,,
Invoice5464,Invoice,,
Payment7113,Payment,,
PO4730,Purchase Order,23704.380000000005,Created
GRN280,Goods Receipt,,
Invoice5030,Invoice,,
Payment5500,Payment,,
PO859,Purchase Order,8479.65,Created
GRN8585,Goods Receipt,,
Invoice9038,Invoice,,
Payment257,Payment,,
PO9675,Purchase Order,31467.15,Created
GRN1504,Goods Receipt,,
Invoice4326,Invoice,,
Payment8959,Payment,,
PO3601,Purchase Order,2714.87,Created
GRN1231,Goods Receipt,,
Invoice4694,Invoice,,
Payment1192,Payment,,
PO5396,Purchase Order,29348.87,Created
GRN2748,Goods Receipt,,
Invoice578,Invoice,,
Payment2886,Payment,,
PO6831,Purchase Order,19838.089999999997,Created
GRN5662,Goods Receipt,,
Invoice1549,Invoice,,
Payment5391,Payment,,
PO6690,Purchase Order,6459.64,Created
GRN7598,Goods Receipt,,
Invoice4627,Invoice,,
Payment5890,Payment,,
PO3912,Purchase Order,2722.06,Created
GRN6864,Goods Receipt,,
Invoice1934,Invoice,,
Payment7647,Payment,,
PO5927,Purchase Order,30838.56,Created
GRN8822,Goods Receipt,,
Invoice3574,Invoice,,
Payment4475,Payment,,
PO1318,Purchase Order,10733.66,Created
GRN3829,Goods Receipt,,
Invoice7715,Invoice,,
Payment8840,Payment,,
PO353,Purchase Order,5592.64,Created
Invoice7523,Invoice,,
Payment7432,Payment,,
PO5318,Purchase Order,244.89,Created
GRN3179,Goods Receipt,,
Invoice7026,Invoice,,
Payment56,Payment,,
PO9232,Purchase Order,25600.5,Created
GRN5993,Goods Receipt,,
Invoice3866,Invoice,,
Payment9194,Payment,,
PO2386,Purchase Order,3076.56,Created
Invoice178,Invoice,,
Payment3263,Payment,,
GRN717,Goods Receipt,,
Invoice8190,Invoice,,
Payment3109,Payment,,
PO7332,Purchase Order,5275.43,Created
GRN4163,Goods Receipt,,
Invoice3642,Invoice,,
PO6857,Purchase Order,15085.44,Created
GRN9312,Goods Receipt,,
Invoice366,Invoice,,
Payment5102,Payment,,
PO5385,Purchase Order,13964.2,Created
GRN7982,Goods Receipt,,
Invoice1764,Invoice,,
Payment283,Payment,,
PO2790,Purchase Order,175.94,Created
GRN2740,Goods Receipt,,
Invoice8121,Invoice,,
Payment1622,Payment,,
PO2483,Purchase Order,16101.2,Created
GRN9004,Goods Receipt,,
Invoice1111,Invoice,,
PO8447,Purchase Order,7890.14,Created
GRN5794,Goods Receipt,,
Invoice1317,Invoice,,
Payment3285,Payment,,
PO3564,Purchase Order,6984.46,Created
GRN3392,Goods Receipt,,
Invoice2453,Invoice,,
Payment7815,Payment,,
GRN6149,Goods Receipt,,
Invoice5647,Invoice,,
Payment8497,Payment,,
PO996,Purchase Order,28542.01,Created
GRN9338,Goods Receipt,,
Invoice9550,Invoice,,
Payment6169,Payment,,
PO6351,Purchase Order,16843.53,Created
Invoice8843,Invoice,,
Payment4034,Payment,,
PO6563,Purchase Order,21285.9,Created
Invoice4101,Invoice,,
Payment890,Payment,,
PO2808,Purchase Order,16539.97,Created
GRN8721,Goods Receipt,,
Invoice3417,Invoice,,
Payment143,Payment,,
PO5307,Purchase Order,7064.75,Created
GRN6313,Goods Receipt,,
Invoice7341,Invoice,,
Payment7204,Payment,,
PO9299,Purchase Order,38835.75,Created
GRN8129,Goods Receipt,,
Invoice7593,Invoice,,
Payment4617,Payment,,
PO1805,Purchase Order,5330.55,Created
GRN247,Goods Receipt,,
Invoice8720,Invoice,,
Payment7269,Payment,,
PO1890,Purchase Order,21037.45,Created
GRN6866,Goods Receipt,,
Invoice4420,Invoice,,
Payment5011,Payment,,
PO9291,Purchase Order,4104.34,Created
GRN414,Goods Receipt,,
Invoice6042,Invoice,,
Payment1711,Payment,,
PO6264,Purchase Order,28106.44,Created
GRN682,Goods Receipt,,
Invoice4457,Invoice,,
Payment1268,Payment,,
PO1284,Purchase Order,4344.62,Created
GRN926,Goods Receipt,,
Invoice7105,Invoice,,
Payment7701,Payment,,
PO8885,Purchase Order,11079.25,Created
GRN6626,Goods Receipt,,
Invoice3713,Invoice,,
Payment379,Payment,,
PO662,Purchase Order,6240.53,Created
GRN1779,Goods Receipt,,
Invoice1887,Invoice,,
Payment882,Payment,,
PO472,Purchase Order,4120.83,Created
GRN8162,Goods Receipt,,
Invoice4302,Invoice,,
Payment2496,Payment,,
PO937,Purchase Order,29428.199999999997,Created
Invoice5117,Invoice,,
Payment2626,Payment,,
PO9352,Purchase Order,8830.73,Created
GRN8105,Goods Receipt,,
Invoice2153,Invoice,,
Payment3621,Payment,,
PO3975,Purchase Order,15865.58,Created
GRN5917,Goods Receipt,,
Invoice1362,Invoice,,
Payment2194,Payment,,
PO6577,Purchase Order,11300.8,Created
Invoice9418,Invoice,,
Payment6079,Payment,,
PO4581,Purchase Order,8488.42,Created
GRN6750,Goods Receipt,,
Invoice7088,Invoice,,
Payment3777,Payment,,
PO839,Purchase Order,22851.8,Created
GRN9606,Goods Receipt,,
Invoice3790,Invoice,,
Payment7790,Payment,,
PO4410,Purchase Order,37362.79,Created
GRN4600,Goods Receipt,,
Invoice7622,Invoice,,
Payment7061,Payment,,
PO1173,Purchase Order,5517.4,Created
GRN1844,Goods Receipt,,
Invoice8919,Invoice,,
Payment3247,Payment,,
PO4528,Purchase Order,4859.2,Created
GRN106,Goods Receipt,,
Invoice1359,Invoice,,
Payment1006,Payment,,
PO2178,Purchase Order,4190.03,Created
GRN6288,Goods Receipt,,
Invoice1110,Invoice,,
Payment7132,Payment,,
PO1663,Purchase Order,5214.5,Created
GRN4755,Goods Receipt,,
Invoice2352,Invoice,,
Payment3940,Payment,,
PO4264,Purchase Order,6032.04,Created
GRN9579,Goods Receipt,,
Invoice6280,Invoice,,
Payment3543,Payment,,
PO3450,Purchase Order,37031.649999999994,Created
GRN4040,Goods Receipt,,
Invoice6853,Invoice,,
Payment6742,Payment,,
PO4436,Purchase Order,4237.29,Created
GRN451,Goods Receipt,,
Invoice2543,Invoice,,
Payment3221,Payment,,
PO3981,Purchase Order,28447.69,Created
GRN7635,Goods Receipt,,
Invoice5894,Invoice,,
Payment1688,Payment,,
PO2703,Purchase Order,10369.19,Created
GRN7500,Goods Receipt,,
Invoice9762,Invoice,,
Payment8671,Payment,,
PO6645,Purchase Order,8419.36,Created
GRN8363,Goods Receipt,,
Invoice2949,Invoice,,
PO7165,Purchase Order,19919.55,Created
GRN4173,Goods Receipt,,
Invoice1444,Invoice,,
Payment3112,Payment,,
PO5448,Purchase Order,6413.95,Created
GRN5376,Goods Receipt,,
Invoice3045,Invoice,,
Payment5812,Payment,,
PO586,Purchase Order,8120.41,Created
GRN6128,Goods Receipt,,
Invoice9005,Invoice,,
Payment2443,Payment,,
PO742,Purchase Order,21683.36,Created
GRN8853,Goods Receipt,,
Invoice7559,Invoice,,
PO1978,Purchase Order,6910.74,Created
GRN1718,Goods Receipt,,
Invoice5645,Invoice,,
PO9874,Purchase Order,22119.43,Created
GRN5622,Goods Receipt,,
Invoice793,Invoice,,
Payment7200,Payment,,
GRN4051,Goods Receipt,,
Invoice4746,Invoice,,
Payment4583,Payment,,
PO4772,Purchase Order,6451.39,Created
GRN3341,Goods Receipt,,
Invoice5069,Invoice,,
Payment6503,Payment,,
PO4208,Purchase Order,4705.86,Created
GRN3442,Goods Receipt,,
Invoice4176,Invoice,,
Payment1454,Payment,,
PO9477,Purchase Order,14149.54,Created
GRN3833,Goods Receipt,,
Invoice4104,Invoice,,
Payment4470,Payment,,
PO9138,Purchase Order,20190.23,Created
GRN6258,Goods Receipt,,
Invoice457,Invoice,,
Payment8138,Payment,,
PO6157,Purchase Order,26206.53,Created
GRN8962,Goods Receipt,,
Invoice7077,Invoice,,
Payment9036,Payment,,
PO6208,Purchase Order,8808.380000000001,Created
GRN5516,Goods Receipt,,
Invoice747,Invoice,,
PO8783,Purchase Order,33037.17,Created
GRN2067,Goods Receipt,,
Invoice1347,Invoice,,
PO8632,Purchase Order,31492.48,Created
GRN9167,Goods Receipt,,
Invoice3736,Invoice,,
Payment4908,Payment,,
PO9032,Purchase Order,13980.07,Created
GRN9788,Goods Receipt,,
Invoice2626,Invoice,,
Payment4595,Payment,,
PO4501,Purchase Order,14168.95,Created
Invoice8640,Invoice,,
Payment793,Payment,,
PO9803,Purchase Order,7115.41,Created
GRN7285,Goods Receipt,,
Invoice6744,Invoice,,
Payment2283,Payment,,
PO1748,Purchase Order,6096.53,Created
GRN9562,Goods Receipt,,
Invoice3927,Invoice,,
Payment2817,Payment,,
PO4659,Purchase Order,5582.98,Created
GRN6555,Goods Receipt,,
Payment4609,Payment,,
GRN9401,Goods Receipt,,
Invoice4659,Invoice,,
Payment4944,Payment,,
PO9584,Purchase Order,15316.24,Created
GRN8283,Goods Receipt,,
Invoice7752,Invoice,,
Payment9950,Payment,,
PO1095,Purchase Order,2861.16,Created
GRN8216,Goods Receipt,,
Invoice9965,Invoice,,
Payment2739,Payment,,
PO730,Purchase Order,579.33,Created
GRN2219,Goods Receipt,,
Invoice151,Invoice,,
Payment6495,Payment,,
PO6998,Purchase Order,7202.93,Created
GRN8117,Goods Receipt,,
Invoice4501,Invoice,,
Payment3091,Payment,,
PO8428,Purchase Order,22112.089999999997,Created
Payment3352,Payment,,
PO6636,Purchase Order,4744.94,Created
GRN7637,Goods Receipt,,
Invoice3534,Invoice,,
Payment3107,Payment,,
PO6378,Purchase Order,5340.55,Created
GRN4153,Goods Receipt,,
Invoice4421,Invoice,,
Payment2894,Payment,,
PO482,Purchase Order,3963.71,Created
GRN1360,Goods Receipt,,
Invoice9040,Invoice,,
Payment9047,Payment,,
PO8448,Purchase Order,3216.52,Created
GRN7920,Goods Receipt,,
Invoice3934,Invoice,,
Payment4136,Payment,,
PO411,Purchase Order,23709.29,Created
Invoice7868,Invoice,,
Payment6341,Payment,,
PO4251,Purchase Order,23713.59,Created
GRN8266,Goods Receipt,,
Invoice8680,Invoice,,
Payment9469,Payment,,
PO2814,Purchase Order,2873.84,Created
GRN8220,Goods Receipt,,
Invoice3152,Invoice,,
Payment7998,Payment,,
GRN4685,Goods Receipt,,
Invoice5968,Invoice,,
Payment8275,Payment,,
PO7148,Purchase Order,19630.55,Created
GRN9895,Goods Receipt,,
Invoice4311,Invoice,,
Payment2006,Payment,,
PO4835,Purchase Order,36237.27,Created
GRN8575,Goods Receipt,,
Invoice9644,Invoice,,
Payment6439,Payment,,
PO7511,Purchase Order,28474.46,Created
GRN323,Goods Receipt,,
Invoice2663,Invoice,,
Payment7471,Payment,,
PO4177,Purchase Order,444.35,Created
GRN8711,Goods Receipt,,
Payment5027,Payment,,
PO9948,Purchase Order,24657.03,Created
GRN1059,Goods Receipt,,
Invoice9431,Invoice,,
Payment3092,Payment,,
PO6597,Purchase Order,4006.17,Created
GRN959,Goods Receipt,,
Invoice6475,Invoice,,
Payment2010,Payment,,
PO7230,Purchase Order,11272.09,Created
GRN5021,Goods Receipt,,
Invoice2518,Invoice,,
Payment9766,Payment,,
PO3543,Purchase Order,29022.89,Created
GRN4207,Goods Receipt,,
Invoice2494,Invoice,,
Payment3891,Payment,,
PO6361,Purchase Order,2722.52,Created
GRN269,Goods Receipt,,
Invoice1151,Invoice,,
PO8726,Purchase Order,30329.11,Created
GRN867,Goods Receipt,,
Invoice82,Invoice,,
Payment1523,Payment,,
PO238,Purchase Order,6675.47,Created
GRN8577,Goods Receipt,,
Invoice9907,Invoice,,
Payment7021,Payment,,
PO800,Purchase Order,5177.38,Created
GRN1275,Goods Receipt,,
Invoice7065,Invoice,,
Payment866,Payment,,
PO5224,Purchase Order,28686.24,Created
GRN6643,Goods Receipt,,
Invoice2561,Invoice,,
Payment4738,Payment,,
PO8426,Purchase Order,4001.4,Created
GRN1464,Goods Receipt,,
Payment8389,Payment,,
PO1115,Purchase Order,1803.74,Created
GRN309,Goods Receipt,,
Invoice6168,Invoice,,
Payment6402,Payment,,
GRN9734,Goods Receipt,,
Invoice5249,Invoice,,
Payment4394,Payment,,
PO539,Purchase Order,8393.54,Created
GRN9487,Goods Receipt,,
Invoice5823,Invoice,,
Payment67,Payment,,
PO6412,Purchase Order,21113.54,Created
GRN6440,Goods Receipt,,
Payment9285,Payment,,
PO3624,Purchase Order,3345.52,Created
GRN2099,Goods Receipt,,
Invoice5126,Invoice,,
Payment7711,Payment,,
PO5550,Purchase Order,5517.09,Created
GRN3720,Goods Receipt,,
Invoice6163,Invoice,,
Payment6294,Payment,,
PO6503,Purchase Order,2167.66,Created
GRN6597,Goods Receipt,,
Payment2975,Payment,,
PO9996,Purchase Order,5526.91,Created
GRN1971,Goods Receipt,,
Invoice46,Invoice,,
Payment1229,Payment,,
PO9139,Purchase Order,14118.23,Created
GRN6577,Goods Receipt,,
Invoice2986,Invoice,,
Payment3436,Payment,,
GRN7323,Goods Receipt,,
Invoice5573,Invoice,,
Payment1054,Payment,,
PO521,Purchase Order,5789.51,Created
GRN2999,Goods Receipt,,
Invoice7408,Invoice,,
Payment1083,Payment,,
PO5049,Purchase Order,32181.300000000003,Created
GRN4466,Goods Receipt,,
Invoice5707,Invoice,,
Payment9353,Payment,,
PO2531,Purchase Order,6427.34,Created
GRN2384,Goods Receipt,,
Invoice9923,Invoice,,
Payment585,Payment,,
PO1110,Purchase Order,31354.94,Created
GRN89,Goods Receipt,,
Payment6214,Payment,,
PO1218,Purchase Order,6407.77,Created
GRN5269,Goods Receipt,,
Invoice9967,Invoice,,
Payment599,Payment,,
PO5198,Purchase Order,6951.57,Created
GRN1329,Goods Receipt,,
Invoice2775,Invoice,,
Payment4088,Payment,,
PO6193,Purchase Order,28444.370000000003,Created
GRN5347,Goods Receipt,,
Invoice765,Invoice,,
Payment4311,Payment,,
PO6683,Purchase Order,20847.43,Created
GRN6391,Goods Receipt,,
Invoice7266,Invoice,,
Payment4523,Payment,,
PO6960,Purchase Order,5586.76,Created
GRN7749,Goods Receipt,,
Invoice6882,Invoice,,
Payment5714,Payment,,
PO5896,Purchase Order,21081.73,Created
Invoice9054,Invoice,,
Payment5945,Payment,,
PO3789,Purchase Order,22111.35,Created
GRN1791,Goods Receipt,,
Invoice5779,Invoice,,
Payment8794,Payment,,
PO3215,Purchase Order,27538.92,Created
GRN3752,Goods Receipt,,
Invoice2008,Invoice,,
Payment6493,Payment,,
PO8053,Purchase Order,5165.26,Created
Invoice6677,Invoice,,
Payment6497,Payment,,
PO2155,Purchase Order,4185.16,Created
GRN2906,Goods Receipt,,
Invoice6233,Invoice,,
Payment9557,Payment,,
PO9690,Purchase Order,6324.01,Created
GRN9983,Goods Receipt,,
Invoice2454,Invoice,,
Payment1781,Payment,,
PO702,Purchase Order,19537.43,Created
Invoice593,Invoice,,
Payment114,Payment,,
PO5042,Purchase Order,3807.18,Created
Invoice2101,Invoice,,
Payment2892,Payment,,
PO9420,Purchase Order,25684.629999999997,Created
GRN1199,Goods Receipt,,
Invoice6999,Invoice,,
Payment2124,Payment,,
PO244,Purchase Order,25464.609999999997,Created
GRN1132,Goods Receipt,,
Invoice7890,Invoice,,
Payment4856,Payment,,
PO3229,Purchase Order,3406.52,Created
GRN8322,Goods Receipt,,
Invoice7632,Invoice,,
Payment8682,Payment,,
PO4558,Purchase Order,13104.22,Created
GRN6571,Goods Receipt,,
Invoice2051,Invoice,,
Payment2539,Payment,,
PO9966,Purchase Order,23661.51,Created
GRN2930,Goods Receipt,,
Invoice977,Invoice,,
Payment1015,Payment,,
PO359,Purchase Order,4959.72,Created
GRN6764,Goods Receipt,,
Invoice3913,Invoice,,
Payment3899,Payment,,
PO5934,Purchase Order,15971.46,Created
GRN1998,Goods Receipt,,
Invoice7541,Invoice,,
Payment6408,Payment,,
PO3502,Purchase Order,6747.29,Created
GRN1000,Goods Receipt,,
Invoice9901,Invoice,,
Payment6446,Payment,,
PO8646,Purchase Order,5284.32,Created
Invoice5668,Invoice,,
Payment8925,Payment,,
PO1423,Purchase Order,3836.74,Created
GRN6665,Goods Receipt,,
Invoice551,Invoice,,
Payment8018,Payment,,
PO5167,Purchase Order,5694.93,Created
Invoice4591,Invoice,,
Payment2337,Payment,,
PO5529,Purchase Order,24090.789999999997,Created
GRN621,Goods Receipt,,
Invoice997,Invoice,,
Payment5595,Payment,,
PO7179,Purchase Order,3478.65,Created
GRN9836,Goods Receipt,,
Invoice9568,Invoice,,
Payment2954,Payment,,
PO2251,Purchase Order,4422.02,Created
GRN6811,Goods Receipt,,
Invoice6912,Invoice,,
Payment8446,Payment,,
PO541,Purchase Order,6884.74,Created
GRN3776,Goods Receipt,,
Invoice4524,Invoice,,
Payment5443,Payment,,
PO4189,Purchase Order,6028.71,Created
GRN5351,Goods Receipt,,
Invoice9178,Invoice,,
Payment2457,Payment,,
GRN3058,Goods Receipt,,
Invoice3583,Invoice,,
Payment6849,Payment,,
PO5166,Purchase Order,23161.39,Created
GRN2861,Goods Receipt,,
Invoice3071,Invoice,,
Payment7049,Payment,,
PO1352,Purchase Order,11562.07,Created
GRN2561,Goods Receipt,,
Invoice9807,Invoice,,
Payment5323,Payment,,
PO420,Purchase Order,21565.77,Created
GRN750,Goods Receipt,,
Invoice3592,Invoice,,
PO8340,Purchase Order,15051.72,Created
GRN7129,Goods Receipt,,
Invoice5000,Invoice,,
Payment3290,Payment,,
PO7665,Purchase Order,13276.11,Created
GRN197,Goods Receipt,,
Invoice5651,Invoice,,
Payment4316,Payment,,
PO2599,Purchase Order,4959.46,Created
Invoice6913,Invoice,,
Payment5766,Payment,,
GRN2097,Goods Receipt,,
Invoice2114,Invoice,,
Payment2426,Payment,,
PO2544,Purchase Order,8600.61,Created
GRN6768,Goods Receipt,,
Invoice108,Invoice,,
Payment9917,Payment,,
PO5441,Purchase Order,6031.82,Created
GRN2756,Goods Receipt,,
Invoice4613,Invoice,,
PO9784,Purchase Order,16778.4,Created
Payment3125,Payment,,
PO2693,Purchase Order,3242.5,Created
GRN598,Goods Receipt,,
Invoice8122,Invoice,,
Payment1471,Payment,,
PO668,Purchase Order,4191.39,Created
Invoice3358,Invoice,,
Payment1798,Payment,,
PO4379,Purchase Order,6063.37,Created
GRN6283,Goods Receipt,,
Invoice8179,Invoice,,
Payment6588,Payment,,
PO2090,Purchase Order,5422.27,Created
GRN7862,Goods Receipt,,
Invoice4870,Invoice,,
Payment3483,Payment,,
PO5736,Purchase Order,19011.500000000004,Created
GRN9476,Goods Receipt,,
Invoice9549,Invoice,,
PO2468,Purchase Order,18841.51,Created
GRN2805,Goods Receipt,,
Payment9679,Payment,,
PO9729,Purchase Order,7678.37,Created
GRN3690,Goods Receipt,,
Invoice630,Invoice,,
Payment5996,Payment,,
PO9047,Purchase Order,11138.29,Created
Invoice3605,Invoice,,
Payment2403,Payment,,
PO4971,Purchase Order,30110.47,Created
GRN6813,Goods Receipt,,
Invoice6700,Invoice,,
Payment838,Payment,,
PO8165,Purchase Order,28635.59,Created
GRN5003,Goods Receipt,,
Payment6293,Payment,,
PO3841,Purchase Order,4195.03,Created
GRN6884,Goods Receipt,,
Invoice6483,Invoice,,
Payment2367,Payment,,
PO8365,Purchase Order,2793.68,Created
GRN534,Goods Receipt,,
Invoice473,Invoice,,
Payment907,Payment,,
GRN870,Goods Receipt,,
Invoice1712,Invoice,,
Payment7638,Payment,,
PO2046,Purchase Order,14549.23,Created
GRN3020,Goods Receipt,,
Invoice821,Invoice,,
Payment9641,Payment,,
PO1853,Purchase Order,5390.77,Created
GRN4495,Goods Receipt,,
Invoice6866,Invoice,,
Payment4988,Payment,,
PO8296,Purchase Order,7717.19,Created
GRN4699,Goods Receipt,,
Invoice1832,Invoice,,
Payment6237,Payment,,
PO4211,Purchase Order,1265.82,Created
GRN9063,Goods Receipt,,
Payment4599,Payment,,
PO942,Purchase Order,3247.9,Created
GRN6491,Goods Receipt,,
Invoice9483,Invoice,,
Payment8661,Payment,,
PO393,Purchase Order,25315.040000000005,Created
GRN5887,Goods Receipt,,
Invoice6593,Invoice,,
Payment1474,Payment,,
PO6411,Purchase Order,9631.87,Created
GRN9206,Goods Receipt,,
Invoice2691,Invoice,,
Payment8583,Payment,,
PO4838,Purchase Order,6236.85,Created
GRN8987,Goods Receipt,,
Invoice121,Invoice,,
Payment9431,Payment,,
PO447,Purchase Order,8882.41,Created
GRN3600,Goods Receipt,,
Invoice9035,Invoice,,
Payment9665,Payment,,
PO3311,Purchase Order,5929.3,Created
GRN8056,Goods Receipt,,
Invoice2573,Invoice,,
Payment474,Payment,,
PO3968,Purchase Order,13859.81,Created
GRN5957,Goods Receipt,,
Invoice3890,Invoice,,
Payment9118,Payment,,
PO7524,Purchase Order,6571.15,Created
GRN4574,Goods Receipt,,
Invoice5649,Invoice,,
Payment5719,Payment,,
PR1,Purchase Requisition,4708.92,
PR2,Purchase Requisition,7406.88,
PR3,Purchase Requisition,6070.89,
PR4,Purchase Requisition,983.32,
PR5,Purchase Requisition,5807.13,
PR6,Purchase Requisition,8012.09,
PR7,Purchase Requisition,5949.42,
PR8,Purchase Requisition,1297.58,
PR9,Purchase Requisition,4412.58,
PR10,Purchase Requisition,3252.9,
PR11,Purchase Requisition,2858.74,
PR12,Purchase Requisition,3712.94,
PR13,Purchase Requisition,6668.97,
PR14,Purchase Requisition,6072.67,
PR15,Purchase Requisition,7012.72,
PR16,Purchase Requisition,2761.26,
PR17,Purchase Requisition,8123.46,
PR18,Purchase Requisition,5826.62,
PR19,Purchase Requisition,2239.26,
PR20,Purchase Requisition,4947.31,
PR21,Purchase Requisition,2070.78,
PR22,Purchase Requisition,7199.61,
PR23,Purchase Requisition,9877.56,
PR24,Purchase Requisition,3970.81,
PR25,Purchase Requisition,3749.24,
PR26,Purchase Requisition,4653.96,
PR27,Purchase Requisition,4856.16,
PR28,Purchase Requisition,5245.76,
PR29,Purchase Requisition,5979.53,
PR30,Purchase Requisition,5595.46,
PR31,Purchase Requisition,2873.66,
PR32,Purchase Requisition,6996.94,
PR33,Purchase Requisition,3201.07,
PR34,Purchase Requisition,2672.04,
PR35,Purchase Requisition,6609.24,
PR36,Purchase Requisition,4319.71,
PR37,Purchase Requisition,4470.75,
PR38,Purchase Requisition,6685.44,
PR39,Purchase Requisition,7705.76,
PR40,Purchase Requisition,2886.17,
PR41,Purchase Requisition,6945.97,
PR42,Purchase Requisition,6942.75,
PR43,Purchase Requisition,5660.82,
PR44,Purchase Requisition,9740.54,
PR45,Purchase Requisition,4275.65,
PR46,Purchase Requisition,3625.03,
PR47,Purchase Requisition,7121.1,
PR48,Purchase Requisition,5370.09,
PR49,Purchase Requisition,4378.71,
PR50,Purchase Requisition,3552.77,
PR51,Purchase Requisition,3992.77,
PR52,Purchase Requisition,9253.93,
PR53,Purchase Requisition,2297.13,
PR54,Purchase Requisition,7843.94,
PR55,Purchase Requisition,4792.24,
PR56,Purchase Requisition,5353.0,
PR57,Purchase Requisition,5135.79,
PR58,Purchase Requisition,2923.05,
PR59,Purchase Requisition,4895.59,
PR60,Purchase Requisition,4243.0,
PR61,Purchase Requisition,7645.23,
PR62,Purchase Requisition,3357.08,
PR63,Purchase Requisition,5952.82,
PR64,Purchase Requisition,4313.61,
PR65,Purchase Requisition,4506.02,
PR66,Purchase Requisition,6863.69,
PR67,Purchase Requisition,9173.65,
PR68,Purchase Requisition,5693.14,
PR69,Purchase Requisition,5287.65,
PR70,Purchase Requisition,4804.62,
PR71,Purchase Requisition,3474.82,
PR72,Purchase Requisition,4152.4,
PR73,Purchase Requisition,4257.73,
PR74,Purchase Requisition,3743.79,
PR75,Purchase Requisition,4930.44,
PR76,Purchase Requisition,6476.05,
PR77,Purchase Requisition,826.15,
PR78,Purchase Requisition,6433.92,
PR79,Purchase Requisition,2135.45,
PR80,Purchase Requisition,5555.61,
PR81,Purchase Requisition,1913.12,
PR82,Purchase Requisition,2279.42,
PR83,Purchase Requisition,6304.54,
PR84,Purchase Requisition,5165.28,
PR85,Purchase Requisition,5663.61,
PR86,Purchase Requisition,2667.13,
PR87,Purchase Requisition,2346.34,
PR88,Purchase Requisition,9549.87,
PR89,Purchase Requisition,1253.92,
PR90,Purchase Requisition,3446.81,
PR91,Purchase Requisition,3205.37,
PR92,Purchase Requisition,4399.17,
PR93,Purchase Requisition,3803.48,
PR94,Purchase Requisition,5801.13,
PR95,Purchase Requisition,3264.45,
PR96,Purchase Requisition,7295.72,
PR97,Purchase Requisition,4230.89,
PR98,Purchase Requisition,3398.99,
PR99,Purchase Requisition,6727.34,
PR100,Purchase Requisition,3882.76,
PR101,Purchase Requisition,8052.46,
PR102,Purchase Requisition,4707.59,
PR103,Purchase Requisition,4677.71,
PR104,Purchase Requisition,8065.16,
PR105,Purchase Requisition,1337.95,
PR106,Purchase Requisition,5898.33,
PR107,Purchase Requisition,5481.35,
PR108,Purchase Requisition,2885.77,
PR109,Purchase Requisition,4078.31,
PR110,Purchase Requisition,4194.21,
PR111,Purchase Requisition,5598.63,
PR112,Purchase Requisition,5435.22,
PR113,Purchase Requisition,2482.77,
PR114,Purchase Requisition,5181.17,
PR115,Purchase Requisition,5605.13,
PR116,Purchase Requisition,4896.34,
PR117,Purchase Requisition,4807.29,
PR118,Purchase Requisition,5681.91,
PR119,Purchase Requisition,4245.47,
PR120,Purchase Requisition,6993.21,
PR121,Purchase Requisition,8150.88,
PR122,Purchase Requisition,9312.64,
PR123,Purchase Requisition,2181.82,
PR124,Purchase Requisition,4546.09,
PR125,Purchase Requisition,6009.63,
PR126,Purchase Requisition,4507.49,
PR127,Purchase Requisition,2319.43,
PR128,Purchase Requisition,10057.8,
PR129,Purchase Requisition,2380.02,
PR130,Purchase Requisition,9942.16,
PR131,Purchase Requisition,7134.8,
PR132,Purchase Requisition,3061.53,
PR133,Purchase Requisition,3512.48,
PR134,Purchase Requisition,6536.31,
PR135,Purchase Requisition,5208.27,
PR136,Purchase Requisition,3215.71,
PR137,Purchase Requisition,7978.57,
PR138,Purchase Requisition,4053.74,
PR139,Purchase Requisition,7512.41,
