case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,start_time,end_time,total_processing_time_hours,pr_to_po_hours,po_approval_hours,approval_to_supplier_hours,supplier_to_goods_hours,goods_to_invoice_hours,invoice_to_match_hours,match_to_payment_hours,rejection_count,match_result
PO5219,PO5219,1,PR360,1,Supplier2,1,GRN5779,1,Invoice8807,1,Payment6103,2024-09-02 08:23:54+00:00,2024-09-15 10:08:54+00:00,313.75,1.133,0.167,0.1,72.0,72.0,0.35,168.0,0,Successful
PO6670,PO6670,1,PR361,1,Supplier9,1,GRN7363,1,Invoice1784,2,Payment4639;Payment817,2024-09-02 08:47:54+00:00,2024-09-14 10:53:54+00:00,290.1,1.117,1.0,0.933,96.0,72.0,0.067,118.983,0,Successful
PO7443,PO7443,6,PR140;PR362;PR458;PR573;PR719;PR995,1,Supplier5,1,GRN6006,1,Invoice8834,1,Payment6608,2024-09-02 08:10:55+00:00,2024-09-17 11:16:54+00:00,363.1,1.7,0.933,0.45,120.0,24.0,0.017,216.0,1,Successful
PO1261,PO1261,5,PR364;PR444;PR657;PR779;PR841,2,Supplier4;Supplier7,2,GRN1126;GRN3963,2,Invoice2216;Invoice4789,3,Payment214;Payment6293;Payment7128,2024-09-02 08:31:55+00:00,2024-09-08 11:34:56+00:00,147.05,1.317,0.15,0.617,48.0,24.0,0.967,72.0,1,Successful
PO9504,PO9504,3,PR365;PR598;PR812,1,Supplier46,1,GRN6395,1,Invoice7465,2,Payment6317;Payment9728,2024-09-02 08:20:56+00:00,2024-09-17 10:33:54+00:00,362.216,1.016,0.283,0.517,72.0,72.0,0.4,216.0,0,Successful
PO2941,PO2941,6,PR113;PR366;PR443;PR481;PR59;PR755,1,Supplier21,1,GRN693,1,Invoice9226,2,Payment3126;Payment8231,2024-09-02 08:28:56+00:00,2024-09-08 12:18:54+00:00,147.833,1.849,0.317,0.9,48.0,24.0,0.767,72.0,1,Successful
PO8930,PO8930,1,PR367,1,Supplier10,1,GRN5727,1,Invoice2049,1,Payment4827,2024-09-02 08:26:54+00:00,2024-09-08 11:11:54+00:00,146.75,1.033,0.4,0.9,48.0,24.0,0.417,72.0,0,Successful
PO8200,PO8200,1,PR368,1,Supplier34,1,GRN6413,1,Invoice277,1,Payment7238,2024-09-02 08:36:54+00:00,2024-09-08 11:33:54+00:00,146.95,1.567,0.267,0.55,72.0,24.0,0.567,48.0,0,Successful
PO574,PO574,1,PR369,1,Supplier26,1,GRN2760,1,Invoice4321,1,Payment4822,2024-09-02 08:09:54+00:00,2024-09-17 11:21:54+00:00,363.2,1.633,0.7,0.65,72.0,48.0,0.217,240.0,0,Successful
PO2247,PO2247,1,PR370,1,Supplier28,1,GRN1851,1,Invoice4757,1,Payment3320,2024-09-02 08:08:54+00:00,2024-09-14 10:06:54+00:00,289.967,0.3,0.983,0.217,96.0,24.0,0.467,168.0,0,Successful
PO6203,PO6203,8,PR115;PR160;PR366;PR371;PR517;PR657;PR876;PR927,2,Supplier34;Supplier48,2,GRN6024;GRN7323,2,Invoice5573;Invoice9506,2,Payment1054;Payment6957,2024-09-02 08:05:54+00:00,2024-09-12 10:51:54+00:00,242.767,0.85,0.6,0.917,120.0,24.0,0.4,96.0,1,Successful
PO1395,PO1395,1,PR372,1,Supplier39,1,GRN1801,1,Invoice665,1,Payment6267,2024-09-02 08:41:54+00:00,2024-09-15 11:09:54+00:00,314.467,1.483,0.033,0.267,48.0,48.0,0.683,216.0,0,Successful
PO2657,PO2657,2,PR229;PR373,1,Supplier25,1,GRN5964,1,Invoice5100,1,Payment1244,2024-09-02 08:44:54+00:00,2024-09-10 11:53:54+00:00,195.15,1.017,0.683,0.567,24.0,24.0,0.883,144.0,1,Successful
PO1838,PO1838,3,PR374;PR493;PR849,1,Supplier34,1,GRN3319,1,Invoice3264,1,Payment2023,2024-09-02 08:31:57+00:00,2024-09-13 10:37:54+00:00,266.099,0.799,0.45,0.467,48.0,72.0,0.383,144.0,0,Successful
PO8064,PO8064,1,PR375,1,Supplier23,1,GRN1497,1,Invoice251,1,Payment151,2024-09-02 08:53:54+00:00,2024-09-12 10:00:54+00:00,241.117,0.7,0.083,0.267,72.0,24.0,0.067,144.0,0,Successful
PO5108,PO5108,2,PR376;PR555,1,Supplier1,1,GRN7125,1,Invoice6829,1,Payment3701,2024-09-02 08:05:54+00:00,2024-09-08 10:39:54+00:00,146.567,0.933,0.433,0.933,96.0,24.0,0.267,24.0,0,Successful
PO8250,PO8250,1,PR377,1,Supplier6,1,GRN8177,1,Invoice8693,1,Payment9550,2024-09-02 08:08:54+00:00,2024-09-10 11:22:54+00:00,195.233,0.7,0.733,0.867,48.0,48.0,0.933,96.0,0,Successful
PO6393,PO6393,1,PR378,1,Supplier7,1,GRN1323,1,Invoice9146,1,Payment1763,2024-09-02 08:44:54+00:00,2024-09-07 10:54:54+00:00,122.167,1.183,0.35,0.383,24.0,72.0,0.25,24.0,0,Successful
PO6888,PO6888,4,PR379;PR397;PR510;PR998,1,Supplier40,1,GRN2315,1,Invoice4043,1,Payment3595,2024-09-02 08:21:57+00:00,2024-09-07 11:12:54+00:00,122.849,1.232,0.5,0.15,48.0,48.0,0.967,24.0,0,Successful
PO1926,PO1926,1,PR380,1,Supplier1,1,GRN6311,1,Invoice9285,1,Payment9603,2024-09-02 08:49:54+00:00,2024-09-11 10:56:54+00:00,218.117,0.317,0.7,0.283,120.0,48.0,0.817,48.0,0,Successful
PO3196,PO3196,1,PR381,1,Supplier20,1,GRN81,1,Invoice6765,1,Payment1663,2024-09-02 08:13:54+00:00,2024-09-07 10:44:54+00:00,122.517,1.517,0.55,0.4,24.0,72.0,0.05,24.0,0,Successful
PO1917,PO1917,1,PR382,1,Supplier16,1,GRN4064,1,Invoice182,1,Payment4115,2024-09-02 08:12:54+00:00,2024-09-13 11:03:54+00:00,266.85,1.133,0.7,0.017,48.0,72.0,1.0,144.0,0,Successful
PO7291,PO7291,4,PR383;PR436;PR651;PR863,1,Supplier41,1,GRN8104,1,Invoice8964,1,Payment4789,2024-09-02 08:12:57+00:00,2024-09-09 12:10:54+00:00,171.966,1.383,0.967,0.9,24.0,24.0,0.717,120.0,1,Successful
PO2712,PO2712,9,PR135;PR277;PR384;PR392;PR437;PR48;PR488;PR933;PR987,2,Supplier31;Supplier40,2,GRN3154;GRN870,2,Invoice1712;Invoice3900,2,Payment4854;Payment7638,2024-09-02 08:13:57+00:00,2024-09-11 10:08:54+00:00,217.916,0.633,0.583,0.084,48.349,24.0,0.267,144.0,2,Successful
PO9837,PO9837,3,PR385;PR440;PR452,1,Supplier38,1,GRN8589,1,Invoice586,1,Payment8593,2024-09-02 08:09:55+00:00,2024-09-07 11:23:54+00:00,123.233,2.033,0.717,0.267,48.0,24.0,0.217,48.0,0,Mismatch
PO7055,PO7055,1,PR386,1,Supplier12,1,GRN8209,1,Invoice7681,1,Payment6706,2024-09-02 08:12:54+00:00,2024-09-12 11:18:54+00:00,243.1,1.683,0.583,0.117,24.0,48.0,0.717,168.0,0,Successful
PO4307,PO4307,1,PR387,1,Supplier3,1,GRN5595,1,Invoice603,1,Payment1264,2024-09-02 09:03:54+00:00,2024-09-14 10:26:54+00:00,289.383,0.6,0.25,0.5,96.0,48.0,0.033,144.0,0,Successful
PO698,PO698,1,PR388,1,Supplier43,1,GRN5163,1,Invoice6118,1,Payment1566,2024-09-02 08:55:54+00:00,2024-09-14 10:41:54+00:00,289.767,0.433,0.1,0.783,72.0,48.0,0.45,168.0,0,Successful
PO9535,PO9535,5,PR389;PR5;PR531;PR632;PR91,1,Supplier45,1,GRN3306,1,Invoice9211,1,Payment9825,2024-09-02 08:07:53+00:00,2024-09-10 11:17:54+00:00,195.167,1.534,0.783,0.55,24.0,24.0,0.3,144.0,0,Successful
PO407,PO407,6,PR13;PR152;PR390;PR619;PR638;PR649,1,Supplier14,1,GRN732,1,Invoice5977,1,Payment27,2024-09-02 08:05:56+00:00,2024-09-08 11:17:54+00:00,147.199,1.949,0.667,0.433,24.0,24.0,0.15,96.0,0,Successful
PO8850,PO8850,1,PR391,1,Supplier28,1,GRN2839,1,Invoice5769,1,Payment3172,2024-09-02 08:37:54+00:00,2024-09-17 10:23:54+00:00,361.767,0.183,0.933,0.333,120.0,24.0,0.317,216.0,0,Successful
PO4235,PO4235,1,PR393,1,Supplier48,1,GRN7194,1,Invoice9926,2,Payment3715;Payment8315,2024-09-02 08:44:54+00:00,2024-09-11 11:09:54+00:00,218.417,0.833,0.8,0.717,48.0,72.0,0.067,96.0,0,Successful
PO8841,PO8841,5,PR252;PR368;PR394;PR424;PR802,1,Supplier12,1,GRN9855,1,Invoice7583,1,Payment9197,2024-09-02 08:20:54+00:00,2024-09-08 10:55:54+00:00,146.583,1.433,0.283,0.167,72.0,24.0,0.7,48.0,0,Successful
PO7907,PO7907,4,PR395;PR565;PR723;PR797,1,Supplier4,1,GRN9510,1,Invoice1490,1,Payment7364,2024-09-02 08:19:54+00:00,2024-09-08 11:10:54+00:00,146.85,0.85,0.283,0.717,24.0,72.0,1.0,48.0,0,Successful
PO6518,PO6518,5,PR121;PR182;PR396;PR701;PR940,1,Supplier20,1,GRN5348,1,Invoice6182,1,Payment5884,2024-09-02 08:24:53+00:00,2024-09-10 10:38:54+00:00,194.234,1.034,0.583,0.55,24.0,48.0,0.067,120.0,0,Successful
PO9585,PO9585,3,PR397;PR653;PR878,1,Supplier38,1,GRN7808,1,Invoice234,1,Payment8865,2024-09-02 08:06:56+00:00,2024-09-16 11:21:54+00:00,339.249,1.183,0.867,0.367,120.0,72.0,0.833,144.0,0,Mismatch
PO3249,PO3249,1,PR398,1,Supplier49,1,GRN2642,1,Invoice6080,1,Payment2323,2024-09-02 08:15:54+00:00,2024-09-17 11:54:54+00:00,363.65,1.767,0.617,0.467,96.0,48.0,0.8,216.0,0,Successful
PO3650,PO3650,2,PR19;PR399,1,Supplier10,1,GRN27,1,Invoice3104,2,Payment5673;Payment9795,2024-09-02 08:07:53+00:00,2024-09-12 11:36:54+00:00,243.484,1.2,0.933,0.45,96.0,48.0,0.9,96.0,0,Successful
PO4590,PO4590,5,PR103;PR396;PR400;PR565;PR628,1,Supplier27,1,GRN8149,1,Invoice5302,1,Payment4562,2024-09-02 08:19:56+00:00,2024-09-17 11:09:54+00:00,362.833,1.133,0.4,0.533,96.0,48.0,0.767,216.0,0,Successful
PO8963,PO8963,6,PR225;PR272;PR401;PR629;PR672;PR926,1,Supplier26,1,GRN5699,1,Invoice2686,1,Payment4697,2024-09-02 08:04:54+00:00,2024-09-09 11:47:54+00:00,171.717,1.933,0.717,0.883,96.0,24.0,0.183,48.0,0,Successful
PO2660,PO2660,5,PR358;PR366;PR379;PR402;PR596,1,Supplier18,1,GRN5818,1,Invoice7535,1,Payment2523,2024-09-02 08:27:54+00:00,2024-09-13 12:02:54+00:00,267.583,1.683,0.35,0.783,48.0,72.0,0.767,144.0,2,Successful
PO8540,PO8540,1,PR403,1,Supplier48,1,GRN214,1,Invoice6285,1,Payment4408,2024-09-02 08:57:54+00:00,2024-09-07 10:41:54+00:00,121.733,1.317,0.133,0.117,24.0,72.0,0.167,24.0,0,Successful
PO7333,PO7333,3,PR404;PR698;PR895,1,Supplier48,1,GRN5317,1,Invoice1343,1,Payment3223,2024-09-02 08:11:54+00:00,2024-09-09 09:55:54+00:00,169.733,1.0,0.517,0.033,72.0,48.0,0.183,48.0,0,Successful
PO7125,PO7125,2,PR405;PR923,1,Supplier5,1,GRN7210,1,Invoice1224,1,Payment8507,2024-09-02 08:52:57+00:00,2024-09-12 11:24:54+00:00,242.532,1.416,0.1,0.25,48.0,24.0,0.767,168.0,0,Mismatch
PO4813,PO4813,4,PR107;PR406;PR54;PR897,1,Supplier26,1,GRN6909,1,Invoice6626,1,Payment7902,2024-09-02 08:17:54+00:00,2024-09-13 09:39:54+00:00,265.367,0.617,0.45,0.2,48.0,48.0,0.1,168.0,0,Successful
PO6340,PO6340,2,PR161;PR408,1,Supplier43,1,GRN35,1,Invoice8469,1,Payment6819,2024-09-02 08:14:53+00:00,2024-09-13 10:39:55+00:00,266.417,1.134,0.467,0.433,120.0,24.0,0.383,120.0,0,Successful
PO2973,PO2973,3,PR173;PR409;PR562,1,Supplier13,1,GRN4752,1,Invoice7817,1,Payment7309,2024-09-02 08:23:55+00:00,2024-09-14 10:35:55+00:00,290.2,1.133,0.3,0.167,72.0,24.0,0.6,192.0,1,Successful
PO213,PO213,3,PR388;PR410;PR79,1,Supplier20,1,GRN1604,1,Invoice9960,1,Payment7138,2024-09-02 08:18:53+00:00,2024-09-09 12:12:55+00:00,171.901,1.667,0.683,0.783,72.0,72.0,0.767,24.0,0,Successful
PO5743,PO5743,2,PR411;PR549,1,Supplier48,1,GRN6451,1,Invoice8808,1,Payment6558,2024-09-02 08:08:55+00:00,2024-09-19 11:12:55+00:00,411.067,1.45,0.567,0.817,120.0,48.0,0.233,240.0,0,Successful
PO3924,PO3924,1,PR412,1,Supplier30,1,GRN8605,1,Invoice7776,1,Payment8544,2024-09-02 08:45:55+00:00,2024-09-16 10:57:55+00:00,338.2,0.95,0.317,0.45,24.0,72.0,0.483,240.0,0,Successful
PO3024,PO3024,6,PR219;PR413;PR510;PR665;PR729;PR874,1,Supplier27,1,GRN4971,1,Invoice6958,1,Payment5997,2024-09-02 08:24:55+00:00,2024-09-13 10:26:55+00:00,266.033,1.767,0.067,0.15,72.0,48.0,0.05,144.0,0,Mismatch
PO6032,PO6032,7,PR185;PR217;PR349;PR414;PR576;PR692;PR705,2,Supplier18;Supplier38,2,GRN1225;GRN8829,2,Invoice8695;Invoice9813,2,Payment6604;Payment8891,2024-09-02 08:10:55+00:00,2024-09-10 11:07:56+00:00,194.95,0.933,0.067,0.7,24.0,72.0,0.1,97.15,0,Successful
PO3332,PO3332,1,PR415,1,Supplier46,1,GRN898,1,Invoice3207,1,Payment27,2024-09-02 08:36:55+00:00,2024-09-14 10:51:55+00:00,290.25,1.217,0.033,0.733,72.0,72.0,0.267,144.0,0,Successful
PO8925,PO8925,3,PR210;PR416;PR853,1,Supplier44,1,GRN4793,1,Invoice266,1,Payment4434,2024-09-02 08:21:55+00:00,2024-09-12 10:58:55+00:00,242.617,0.467,0.9,0.617,24.0,72.0,0.633,144.0,0,Successful
PO1276,PO1276,6,PR249;PR260;PR417;PR572;PR687;PR860,1,Supplier3,1,GRN4966,1,Invoice2969,1,Payment4359,2024-09-02 08:06:54+00:00,2024-09-12 10:45:55+00:00,242.65,2.117,0.083,0.033,96.0,72.0,0.417,72.0,0,Successful
PO1990,PO1990,1,PR418,1,Supplier50,1,GRN325,1,Invoice5983,1,Payment1568,2024-09-02 08:09:55+00:00,2024-09-14 10:48:55+00:00,290.65,1.333,0.5,0.8,120.0,48.0,0.017,120.0,0,Mismatch
PO6654,PO6654,2,PR419;PR99,1,Supplier22,1,GRN1612,1,Invoice4773,1,Payment4069,2024-09-02 08:54:55+00:00,2024-09-13 11:20:55+00:00,266.433,0.75,0.433,1.0,48.0,72.0,0.25,144.0,0,Successful
PO3590,PO3590,1,PR421,1,Supplier22,1,GRN3463,1,Invoice5765,1,Payment84,2024-09-02 08:14:55+00:00,2024-09-15 11:03:55+00:00,314.817,1.367,0.483,0.183,120.0,48.0,0.783,144.0,0,Successful
PO5732,PO5732,1,PR423,1,Supplier14,1,GRN763,1,Invoice35,1,Payment6470,2024-09-02 08:56:55+00:00,2024-09-12 11:47:55+00:00,242.85,1.067,0.317,0.983,48.0,48.0,0.483,144.0,0,Successful
PO8408,PO8408,2,PR424;PR722,2,Supplier19;Supplier29,2,GRN4730;GRN6770,2,Invoice2252;Invoice9259,2,Payment5135;Payment7424,2024-09-02 08:13:56+00:00,2024-09-08 11:12:56+00:00,146.983,1.1,0.25,0.667,48.334,72.0,0.633,24.0,0,Successful
PO2399,PO2399,9,PR364;PR372;PR425;PR517;PR617;PR691;PR734;PR776;PR90,2,Supplier27;Supplier28,2,GRN4800;GRN5156,2,Invoice4052;Invoice6869,2,Payment666;Payment8723,2024-09-02 08:05:55+00:00,2024-09-11 10:31:55+00:00,218.433,1.117,0.383,0.55,24.2,72.0,0.25,119.933,0,Successful
PO6360,PO6360,1,PR426,1,Supplier7,1,GRN2574,1,Invoice7717,2,Payment7669;Payment9214,2024-09-02 08:18:55+00:00,2024-09-12 11:43:54+00:00,243.416,0.833,0.6,0.617,48.0,24.0,0.65,168.716,0,Successful
PO7340,PO7340,1,PR427,1,Supplier24,1,GRN3061,1,Invoice863,1,Payment4041,2024-09-02 08:09:55+00:00,2024-09-14 11:28:55+00:00,291.317,1.217,0.917,0.967,72.0,24.0,0.217,192.0,0,Successful
PO2754,PO2754,3,PR428;PR664;PR673,1,Supplier50,1,GRN8417,1,Invoice1636,1,Payment2095,2024-09-02 08:15:55+00:00,2024-09-09 10:03:55+00:00,169.8,0.5,0.85,0.083,72.0,72.0,0.367,24.0,0,Successful
PO4049,PO4049,2,PR429;PR504,1,Supplier43,1,GRN5416,1,Invoice2171,2,Payment5027;Payment8076,2024-09-02 08:59:55+00:00,2024-09-07 11:19:55+00:00,122.333,1.217,0.75,0.167,48.0,48.0,0.2,24.0,0,Successful
PO8006,PO8006,3,PR430;PR588;PR761,1,Supplier33,1,GRN2469,1,Invoice7301,1,Payment9926,2024-09-02 08:19:55+00:00,2024-09-14 11:57:55+00:00,291.633,1.317,0.75,0.567,48.0,72.0,1.0,168.0,0,Successful
PO9311,PO9311,1,PR431,1,Supplier46,1,GRN8227,1,Invoice9169,1,Payment7373,2024-09-02 08:39:55+00:00,2024-09-13 10:43:55+00:00,266.067,1.183,0.433,0.267,120.0,48.0,0.183,96.0,0,Successful
PO6473,PO6473,1,PR432,1,Supplier37,1,GRN844,1,Invoice8895,1,Payment6248,2024-09-02 08:23:55+00:00,2024-09-14 11:39:55+00:00,291.267,1.167,0.65,0.6,96.0,24.0,0.85,168.0,0,Successful
PO6975,PO6975,6,PR370;PR395;PR433;PR458;PR64;PR952,1,Supplier14,1,GRN4231,1,Invoice3097,1,Payment5172,2024-09-02 08:08:54+00:00,2024-09-10 11:39:55+00:00,195.517,1.9,0.583,0.633,72.0,24.0,0.4,96.0,0,Successful
PO4980,PO4980,1,PR434,1,Supplier16,1,GRN7739,1,Invoice3877,2,Payment2767;Payment3598,2024-09-02 08:15:55+00:00,2024-09-11 10:36:56+00:00,218.35,1.767,0.25,0.683,48.0,48.0,0.583,119.067,0,Successful
PO427,PO427,1,PR435,1,Supplier2,1,GRN5771,1,Invoice7961,1,Payment4350,2024-09-02 08:35:55+00:00,2024-09-08 11:03:55+00:00,146.467,1.483,0.383,0.3,48.0,48.0,0.3,48.0,0,Successful
PO9808,PO9808,1,PR436,1,Supplier35,1,GRN4916,1,Invoice7983,1,Payment3970,2024-09-02 08:21:55+00:00,2024-09-12 11:55:55+00:00,243.567,1.133,0.55,0.95,24.0,72.0,0.933,144.0,0,Successful
PO6933,PO6933,1,PR437,1,Supplier38,1,GRN7543,1,Invoice640,1,Payment3453,2024-09-02 08:36:55+00:00,2024-09-07 11:43:55+00:00,123.117,1.467,0.1,0.8,72.0,24.0,0.75,24.0,0,Successful
PO938,PO938,1,PR438,1,Supplier14,1,GRN3851,1,Invoice4972,2,Payment3199;Payment3485,2024-09-02 08:26:55+00:00,2024-09-15 10:09:55+00:00,313.717,0.45,0.783,0.467,72.0,72.0,0.017,168.0,0,Successful
PO6962,PO6962,6,PR143;PR19;PR288;PR380;PR394;PR440,1,Supplier45,1,GRN843,1,Invoice4693,1,Payment4205,2024-09-02 08:07:53+00:00,2024-09-15 10:06:55+00:00,313.984,0.484,0.583,0.45,24.0,72.0,0.467,216.0,0,Mismatch
PO3124,PO3124,4,PR441;PR480;PR620;PR82,1,Supplier44,1,GRN6671,1,Invoice1218,1,Payment7010,2024-09-02 08:08:56+00:00,2024-09-11 11:58:55+00:00,219.833,2.0,0.817,0.917,96.0,72.0,0.1,48.0,0,Successful
PO7262,PO7262,2,PR442;PR721,1,Supplier28,1,GRN1062,1,Invoice695,1,Payment1262,2024-09-02 08:28:55+00:00,2024-09-14 11:28:55+00:00,291.0,1.183,0.667,0.867,48.0,72.0,0.283,168.0,0,Successful
PO9025,PO9025,1,PR443,1,Supplier10,1,GRN7606,1,Invoice7678,1,Payment6265,2024-09-02 08:48:55+00:00,2024-09-07 10:32:55+00:00,121.733,0.583,0.25,0.383,72.0,24.0,0.517,24.0,0,Successful
PO3757,PO3757,1,PR444,1,Supplier29,1,GRN7579,1,Invoice4902,1,Payment2464,2024-09-02 08:31:55+00:00,2024-09-11 10:08:55+00:00,217.617,0.817,0.2,0.367,72.0,24.0,0.233,120.0,0,Successful
PO414,PO414,1,PR445,1,Supplier37,1,GRN1444,1,Invoice1439,1,Payment1114,2024-09-02 08:24:55+00:00,2024-09-11 11:57:55+00:00,219.55,1.2,0.95,0.683,96.0,48.0,0.717,72.0,0,Successful
PO289,PO289,3,PR446;PR688;PR929,2,Supplier5;Supplier9,2,GRN2798;GRN8366,2,Invoice1967;Invoice3345,2,Payment6066;Payment7041,2024-09-02 08:08:55+00:00,2024-09-14 09:24:55+00:00,289.267,0.283,0.367,0.35,48.0,72.0,0.267,168.0,1,Successful
PO3285,PO3285,3,PR447;PR580;PR892,1,Supplier37,1,GRN9883,1,Invoice6446,1,Payment5185,2024-09-02 08:29:57+00:00,2024-09-14 11:09:55+00:00,290.666,1.183,0.3,0.233,96.0,48.0,0.95,144.0,1,Successful
PO3010,PO3010,1,PR448,1,Supplier23,1,GRN815,1,Invoice5667,1,Payment2159,2024-09-02 08:30:55+00:00,2024-09-11 11:57:55+00:00,219.45,1.45,0.233,0.85,96.0,24.0,0.917,96.0,0,Successful
PO8542,PO8542,4,PR206;PR449;PR72;PR832,1,Supplier44,1,GRN1196,1,Invoice944,1,Payment1985,2024-09-02 08:05:53+00:00,2024-09-16 10:23:55+00:00,338.301,1.501,0.533,0.05,120.0,48.0,0.217,168.0,0,Mismatch
PO8028,PO8028,1,PR450,1,Supplier37,1,GRN6043,1,Invoice171,1,Payment5692,2024-09-02 08:27:55+00:00,2024-09-13 11:04:55+00:00,266.617,0.817,0.533,0.433,96.0,24.0,0.833,144.0,0,Successful
PO5173,PO5173,1,PR451,1,Supplier22,1,GRN7305,1,Invoice8340,1,Payment7846,2024-09-02 08:44:55+00:00,2024-09-17 11:40:55+00:00,362.933,1.167,0.167,0.917,96.0,48.0,0.683,216.0,0,Successful
PO2603,PO2603,2,PR452;PR957,1,Supplier22,1,GRN6041,1,Invoice4121,2,Payment6232;Payment6787,2024-09-02 08:25:57+00:00,2024-09-10 10:43:55+00:00,194.299,0.649,0.683,0.6,24.0,72.0,0.367,96.0,0,Successful
PO1855,PO1855,1,PR453,1,Supplier42,1,GRN7799,1,Invoice4130,1,Payment4012,2024-09-02 08:15:55+00:00,2024-09-14 10:31:55+00:00,290.267,0.817,0.4,0.717,72.0,72.0,0.333,144.0,0,Successful
PO2297,PO2297,1,PR454,1,Supplier36,1,GRN2609,1,Invoice7548,2,Payment3060;Payment750,2024-09-02 08:28:55+00:00,2024-09-14 10:53:55+00:00,290.417,0.9,0.6,0.733,48.0,24.0,0.183,216.0,0,Successful
PO8441,PO8441,5,PR455;PR551;PR701;PR883;PR946,1,Supplier8,1,GRN7301,1,Invoice5487,1,Payment167,2024-09-02 08:25:56+00:00,2024-09-12 11:48:55+00:00,243.383,1.416,0.75,0.633,48.0,48.0,0.583,144.0,1,Successful
PO3431,PO3431,1,PR456,1,Supplier25,1,GRN8792,1,Invoice9086,1,Payment4486,2024-09-02 08:56:55+00:00,2024-09-11 11:43:55+00:00,218.783,0.833,0.267,0.767,96.0,72.0,0.917,48.0,0,Successful
PO1757,PO1757,1,PR457,1,Supplier20,1,GRN5372,1,Invoice5295,1,Payment7314,2024-09-02 08:05:55+00:00,2024-09-18 10:52:55+00:00,386.783,0.9,0.183,0.867,96.0,48.0,0.833,240.0,0,Successful
PO4561,PO4561,5,PR33;PR458;PR66;PR88;PR880,1,Supplier34,1,GRN516,1,Invoice480,1,Payment2282,2024-09-02 08:17:53+00:00,2024-09-11 11:25:55+00:00,219.134,1.734,0.917,0.433,72.0,48.0,0.05,96.0,0,Successful
PO7936,PO7936,1,PR459,1,Supplier36,1,GRN8583,1,Invoice356,1,Payment1695,2024-09-02 08:49:55+00:00,2024-09-18 12:54:55+00:00,388.083,1.767,0.967,0.417,120.0,72.0,0.933,192.0,0,Successful
PO9030,PO9030,1,PR460,1,Supplier27,1,GRN6911,1,Invoice3868,1,Payment9506,2024-09-02 08:34:55+00:00,2024-09-11 11:13:55+00:00,218.65,1.517,0.117,0.367,120.0,48.0,0.65,48.0,0,Mismatch
PO6365,PO6365,2,PR461;PR508,1,Supplier19,1,GRN4121,1,Invoice6530,1,Payment3637,2024-09-02 08:14:55+00:00,2024-09-16 11:25:55+00:00,339.183,1.467,0.533,0.633,96.0,48.0,0.55,192.0,0,Successful
PO1342,PO1342,1,PR462,1,Supplier13,1,GRN4272,1,Invoice7178,1,Payment4511,2024-09-02 08:56:55+00:00,2024-09-16 10:55:55+00:00,337.983,0.333,0.5,0.45,96.0,48.0,0.7,192.0,0,Successful
PO4220,PO4220,1,PR463,1,Supplier49,1,GRN875,1,Invoice5300,1,Payment3172,2024-09-02 08:37:55+00:00,2024-09-07 10:14:55+00:00,121.617,0.733,0.3,0.45,48.0,24.0,0.133,48.0,0,Successful
PO1391,PO1391,4,PR16;PR464;PR496;PR786,1,Supplier1,1,GRN4393,1,Invoice124,1,Payment635,2024-09-02 08:04:55+00:00,2024-09-16 10:56:55+00:00,338.867,1.583,0.3,0.55,120.0,48.0,0.433,168.0,1,Successful
PO4562,PO4562,1,PR465,1,Supplier24,1,GRN9778,1,Invoice9274,1,Payment9467,2024-09-02 08:08:55+00:00,2024-09-16 10:56:55+00:00,338.8,1.217,1.0,0.117,48.0,48.0,0.467,240.0,0,Successful
PO3430,PO3430,1,PR466,1,Supplier43,1,GRN1835,1,Invoice6328,1,Payment5734,2024-09-02 08:47:55+00:00,2024-09-15 10:49:55+00:00,314.033,1.05,0.333,0.2,24.0,72.0,0.45,216.0,0,Successful
PO8134,PO8134,1,PR467,1,Supplier44,1,GRN9085,1,Invoice3245,1,Payment7514,2024-09-02 08:43:55+00:00,2024-09-17 11:36:55+00:00,362.883,1.367,0.767,0.633,72.0,48.0,0.117,240.0,0,Successful
PO2019,PO2019,1,PR468,1,Supplier25,1,GRN5127,1,Invoice9390,1,Payment5797,2024-09-02 08:55:55+00:00,2024-09-09 11:56:55+00:00,171.017,1.217,0.55,0.75,72.0,24.0,0.5,72.0,0,Successful
PO590,PO590,4,PR343;PR358;PR469;PR761,1,Supplier14,1,GRN7459,1,Invoice2591,1,Payment4262,2024-09-02 08:34:54+00:00,2024-09-14 11:04:55+00:00,290.5,0.784,0.617,0.7,48.0,24.0,0.4,216.0,1,Successful
PO3030,PO3030,1,PR470,1,Supplier23,1,GRN2019,1,Invoice1202,1,Payment2328,2024-09-02 08:29:55+00:00,2024-09-19 10:10:55+00:00,409.683,0.65,0.15,0.867,120.0,72.0,0.017,216.0,0,Successful
PO9313,PO9313,1,PR471,1,Supplier35,1,GRN3749,1,Invoice8344,1,Payment1282,2024-09-02 08:21:55+00:00,2024-09-12 11:09:55+00:00,242.8,1.45,0.483,0.483,120.0,48.0,0.383,72.0,0,Successful
PO5997,PO5997,4,PR243;PR272;PR472;PR809,1,Supplier48,1,GRN961,1,Invoice817,1,Payment394,2024-09-02 08:04:54+00:00,2024-09-12 13:11:55+00:00,245.117,2.984,0.533,0.833,72.0,72.0,0.767,96.0,0,Successful
