case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,match_result
PO8575,PO8575,5,PR186;PR329;PR486;PR786;PR915,1,Supplier13,1,GRN5367,1,Invoice4222,1,Payment9573,Successful
PO9305,PO9305,2,PR375;PR787,1,Supplier41,1,GRN4739,1,Invoice3727,1,Payment4567,Mismatch
PO5523,PO5523,2,PR113;PR788,1,Supplier7,1,GRN4732,1,Invoice9352,1,Payment8313,Successful
PO1435,PO1435,5,PR657;PR684;PR778;PR789;PR928,1,Supplier41,1,GRN9480,1,Invoice3799,1,Payment3059,Successful
PO3790,PO3790,1,PR790,1,Supplier3,1,GRN5556,1,Invoice5640,1,Payment3143,Successful
PO886,PO886,1,PR791,1,Supplier47,1,GRN6870,1,Invoice5346,1,Payment9714,Successful
PO5104,PO5104,1,PR792,1,Supplier22,1,GRN1508,1,Invoice755,2,Payment2107;Payment9748,Successful
PO7105,PO7105,1,PR793,1,Supplier37,1,GRN7955,1,Invoice6447,1,Payment8593,Successful
PO3519,PO3519,1,PR794,1,Supplier34,1,GRN8199,1,Invoice4284,1,Payment6305,Successful
PO7371,PO7371,3,PR199;PR426;PR797,1,Supplier38,1,GRN5340,1,Invoice3902,1,Payment9490,Successful
PO3385,PO3385,4,PR266;PR799;PR983;PR999,1,Supplier30,1,GRN1140,1,Invoice5939,1,Payment1804,Successful
PO4324,PO4324,2,PR419;PR800,1,Supplier13,1,GRN6456,1,Invoice5464,1,Payment7113,Successful
PO4730,PO4730,5,PR1;PR228;PR363;PR512;PR801,1,Supplier39,1,GRN280,1,Invoice5030,1,Payment5500,Successful
PO859,PO859,1,PR802,1,Supplier7,1,GRN8585,1,Invoice9038,1,Payment257,Successful
PO9675,PO9675,5,PR175;PR369;PR415;PR725;PR803,1,Supplier10,1,GRN1504,1,Invoice4326,1,Payment8959,Successful
PO3601,PO3601,1,PR804,1,Supplier7,1,GRN1231,1,Invoice4694,1,Payment1192,Successful
PO5396,PO5396,8,PR138;PR18;PR248;PR406;PR425;PR518;PR805;PR899,2,Supplier17;Supplier40,2,GRN2748;GRN4685,2,Invoice578;Invoice5968,2,Payment2886;Payment8275,Successful
PO6831,PO6831,4,PR122;PR229;PR40;PR807,1,Supplier27,1,GRN5662,1,Invoice1549,1,Payment5391,Successful
PO6690,PO6690,1,PR808,1,Supplier44,1,GRN7598,1,Invoice4627,1,Payment5890,Mismatch
PO3912,PO3912,1,PR809,1,Supplier32,1,GRN6864,1,Invoice1934,1,Payment7647,Successful
PO5927,PO5927,6,PR366;PR610;PR643;PR785;PR810;PR846,1,Supplier25,1,GRN8822,1,Invoice3574,1,Payment4475,Successful
PO1318,PO1318,3,PR574;PR811;PR845,1,Supplier49,1,GRN3829,1,Invoice7715,1,Payment8840,Successful
PO353,PO353,2,PR428;PR812,1,Supplier34,1,GRN9306,1,Invoice7523,1,Payment7432,Successful
PO5318,PO5318,1,PR813,1,Supplier4,1,GRN3179,1,Invoice7026,1,Payment56,Successful
PO9232,PO9232,6,PR176;PR222;PR450;PR506;PR73;PR814,1,Supplier50,1,GRN5993,1,Invoice3866,1,Payment9194,Successful
PO2386,PO2386,1,PR815,1,Supplier1,1,GRN2769,1,Invoice178,1,Payment3263,Successful
PO7332,PO7332,1,PR817,1,Supplier34,1,GRN4163,1,Invoice3642,1,Payment778,Successful
PO6857,PO6857,4,PR813;PR819;PR820;PR989,1,Supplier37,1,GRN9312,1,Invoice366,1,Payment5102,Successful
PO5385,PO5385,3,PR424;PR820;PR956,1,Supplier25,1,GRN7982,1,Invoice1764,1,Payment283,Successful
PO2790,PO2790,1,PR821,1,Supplier28,1,GRN2740,1,Invoice8121,1,Payment1622,Successful
PO2483,PO2483,3,PR143;PR771;PR822,1,Supplier35,1,GRN9004,1,Invoice1111,1,Payment759,Successful
PO8447,PO8447,1,PR823,1,Supplier9,1,GRN5794,1,Invoice1317,1,Payment3285,Successful
PO3564,PO3564,2,PR332;PR825,1,Supplier22,1,GRN3392,1,Invoice2453,2,Payment7815;Payment8389,Successful
PO996,PO996,4,PR174;PR732;PR827;PR88,1,Supplier30,1,GRN9338,1,Invoice9550,1,Payment6169,Successful
PO6351,PO6351,2,PR369;PR828,1,Supplier10,1,GRN3318,1,Invoice8843,1,Payment4034,Successful
PO6563,PO6563,5,PR239;PR491;PR689;PR691;PR829,1,Supplier15,1,GRN537,1,Invoice4101,1,Payment890,Successful
PO2808,PO2808,4,PR176;PR349;PR569;PR831,1,Supplier31,1,GRN8721,1,Invoice3417,1,Payment143,Successful
PO5307,PO5307,1,PR832,1,Supplier37,1,GRN6313,1,Invoice7341,1,Payment7204,Successful
PO9299,PO9299,6,PR270;PR326;PR385;PR598;PR833;PR862,1,Supplier16,1,GRN8129,1,Invoice7593,1,Payment4617,Successful
PO1805,PO1805,1,PR834,1,Supplier45,1,GRN247,1,Invoice8720,1,Payment7269,Successful
PO1890,PO1890,5,PR571;PR72;PR729;PR807;PR835,1,Supplier42,1,GRN6866,1,Invoice4420,1,Payment5011,Successful
PO9291,PO9291,1,PR836,1,Supplier49,1,GRN414,1,Invoice6042,1,Payment1711,Successful
PO6264,PO6264,5,PR390;PR592;PR822;PR837;PR838,1,Supplier8,1,GRN682,1,Invoice4457,1,Payment1268,Successful
PO1284,PO1284,1,PR838,1,Supplier50,1,GRN926,1,Invoice7105,1,Payment7701,Successful
PO8885,PO8885,2,PR522;PR839,1,Supplier15,1,GRN6626,1,Invoice3713,1,Payment379,Successful
PO662,PO662,1,PR840,1,Supplier18,1,GRN1779,1,Invoice1887,1,Payment882,Successful
PO472,PO472,1,PR841,1,Supplier22,1,GRN8162,1,Invoice4302,1,Payment2496,Successful
PO937,PO937,5,PR143;PR155;PR333;PR842;PR938,1,Supplier10,1,GRN5359,1,Invoice5117,1,Payment2626,Successful
PO9352,PO9352,2,PR843;PR888,1,Supplier1,1,GRN8105,1,Invoice2153,1,Payment3621,Successful
PO3975,PO3975,3,PR248;PR844;PR940,1,Supplier43,1,GRN5917,1,Invoice1362,1,Payment2194,Successful
PO6577,PO6577,3,PR118;PR627;PR845,1,Supplier6,1,GRN184,1,Invoice9418,1,Payment6079,Successful
PO4581,PO4581,2,PR487;PR846,1,Supplier45,1,GRN6750,1,Invoice7088,1,Payment3777,Successful
PO839,PO839,4,PR358;PR774;PR798;PR847,1,Supplier22,1,GRN9606,1,Invoice3790,1,Payment7790,Successful
PO4410,PO4410,6,PR115;PR49;PR722;PR849;PR859;PR934,1,Supplier24,1,GRN4600,1,Invoice7622,1,Payment7061,Successful
PO1173,PO1173,1,PR850,1,Supplier1,1,GRN1844,1,Invoice8919,1,Payment3247,Successful
PO4528,PO4528,1,PR851,1,Supplier13,1,GRN106,1,Invoice1359,1,Payment1006,Successful
PO2178,PO2178,1,PR852,1,Supplier11,1,GRN6288,1,Invoice1110,1,Payment7132,Successful
PO1663,PO1663,1,PR853,1,Supplier5,1,GRN4755,1,Invoice2352,1,Payment3940,Successful
PO4264,PO4264,1,PR854,1,Supplier44,1,GRN9579,1,Invoice6280,1,Payment3543,Successful
PO3450,PO3450,6,PR591;PR692;PR778;PR812;PR855;PR973,1,Supplier30,1,GRN4040,1,Invoice6853,1,Payment6742,Successful
PO4436,PO4436,1,PR856,1,Supplier14,1,GRN451,1,Invoice2543,1,Payment3221,Successful
PO3981,PO3981,5,PR211;PR435;PR798;PR857;PR865,1,Supplier43,1,GRN7635,1,Invoice5894,1,Payment1688,Successful
PO2703,PO2703,2,PR64;PR858,1,Supplier33,1,GRN7500,1,Invoice9762,1,Payment8671,Successful
PO6645,PO6645,1,PR859,1,Supplier41,1,GRN8363,1,Invoice2949,1,Payment4861,Successful
PO7165,PO7165,5,PR476;PR701;PR740;PR860;PR924,1,Supplier44,1,GRN4173,1,Invoice1444,1,Payment7626,Successful
PO5448,PO5448,1,PR864,1,Supplier23,1,GRN5376,1,Invoice3045,1,Payment5812,Successful
PO586,PO586,2,PR865;PR870,2,Supplier13;Supplier25,2,GRN4051;GRN6128,2,Invoice4746;Invoice9005,2,Payment2443;Payment4583,Successful
PO742,PO742,3,PR267;PR751;PR866,1,Supplier47,1,GRN8853,1,Invoice7559,1,Payment495,Successful
PO1978,PO1978,1,PR868,1,Supplier33,1,GRN1718,1,Invoice5645,1,Payment1568,Successful
PO9874,PO9874,5,PR12;PR124;PR569;PR869;PR882,1,Supplier33,1,GRN5622,1,Invoice793,1,Payment7200,Mismatch
PO4772,PO4772,1,PR871,1,Supplier28,1,GRN3341,1,Invoice5069,1,Payment6503,Mismatch
PO4208,PO4208,1,PR872,1,Supplier19,1,GRN3442,1,Invoice4176,1,Payment1454,Successful
PO9477,PO9477,2,PR873;PR883,1,Supplier10,1,GRN3833,1,Invoice4104,1,Payment4470,Successful
PO9138,PO9138,4,PR408;PR562;PR789;PR874,1,Supplier49,1,GRN6258,1,Invoice457,1,Payment8138,Successful
PO6157,PO6157,5,PR231;PR534;PR563;PR718;PR875,1,Supplier24,1,GRN8962,1,Invoice7077,1,Payment9036,Mismatch
PO6208,PO6208,3,PR234;PR709;PR876,1,Supplier11,1,GRN5516,1,Invoice747,1,Payment7788,Mismatch
PO8783,PO8783,5,PR853;PR858;PR878;PR944;PR973,1,Supplier44,1,GRN2067,1,Invoice1347,1,Payment1440,Successful
PO8632,PO8632,6,PR142;PR292;PR714;PR748;PR834;PR879,1,Supplier38,1,GRN9167,1,Invoice3736,1,Payment4908,Successful
PO9032,PO9032,2,PR880;PR989,1,Supplier32,1,GRN9788,1,Invoice2626,1,Payment4595,Mismatch
PO4501,PO4501,3,PR508;PR547;PR881,1,Supplier6,1,GRN9510,1,Invoice8640,1,Payment793,Successful
PO9803,PO9803,1,PR882,1,Supplier42,1,GRN7285,1,Invoice6744,1,Payment2283,Successful
PO1748,PO1748,1,PR884,1,Supplier2,1,GRN9562,1,Invoice3927,1,Payment2817,Successful
PO4659,PO4659,1,PR885,1,Supplier20,1,GRN6555,1,Invoice7551,2,Payment4609;Payment5409,Successful
PO9584,PO9584,3,PR192;PR887;PR918,1,Supplier23,1,GRN8283,1,Invoice7752,1,Payment9950,Mismatch
PO1095,PO1095,1,PR888,1,Supplier2,1,GRN8216,1,Invoice9965,1,Payment2739,Successful
PO730,PO730,1,PR889,1,Supplier37,1,GRN2219,1,Invoice151,1,Payment6495,Successful
PO6998,PO6998,1,PR890,1,Supplier29,1,GRN8117,1,Invoice4501,1,Payment3091,Successful
PO8428,PO8428,4,PR533;PR724;PR890;PR891,1,Supplier30,1,GRN8231,1,Invoice3801,2,Payment3054;Payment3352,Successful
PO6636,PO6636,1,PR892,1,Supplier27,1,GRN7637,1,Invoice3534,1,Payment3107,Successful
PO6378,PO6378,1,PR893,1,Supplier41,1,GRN4153,1,Invoice4421,1,Payment2894,Successful
PO482,PO482,1,PR894,1,Supplier33,1,GRN1360,1,Invoice9040,1,Payment9047,Successful
PO8448,PO8448,1,PR895,1,Supplier37,1,GRN7920,1,Invoice3934,1,Payment4136,Successful
PO411,PO411,5,PR552;PR558;PR806;PR896;PR903,1,Supplier6,1,GRN656,1,Invoice7868,1,Payment6341,Successful
PO4251,PO4251,5,PR306;PR436;PR446;PR897;PR915,1,Supplier5,1,GRN8266,1,Invoice8680,1,Payment9469,Successful
PO2814,PO2814,1,PR898,1,Supplier41,1,GRN8220,1,Invoice3152,1,Payment7998,Successful
PO7148,PO7148,4,PR65;PR757;PR776;PR900,1,Supplier19,1,GRN9895,1,Invoice4311,1,Payment2006,Mismatch
PO4835,PO4835,6,PR119;PR288;PR541;PR628;PR63;PR901,1,Supplier46,1,GRN8575,1,Invoice9644,1,Payment6439,Successful
PO7511,PO7511,6,PR526;PR604;PR644;PR693;PR790;PR902,1,Supplier34,1,GRN323,1,Invoice2663,1,Payment7471,Successful
PO4177,PO4177,1,PR903,1,Supplier22,1,GRN8711,1,Invoice2171,2,Payment5027;Payment8076,Successful
PO9948,PO9948,5,PR171;PR487;PR900;PR904;PR925,1,Supplier35,1,GRN1059,1,Invoice9431,1,Payment3092,Successful
PO6597,PO6597,1,PR905,1,Supplier16,1,GRN959,1,Invoice6475,1,Payment2010,Successful
PO7230,PO7230,2,PR735;PR907,1,Supplier17,1,GRN5021,1,Invoice2518,1,Payment9766,Successful
PO3543,PO3543,4,PR489;PR557;PR908;PR920,1,Supplier44,1,GRN4207,1,Invoice2494,1,Payment3891,Successful
PO6361,PO6361,7,PR107;PR201;PR302;PR642;PR859;PR909;PR962,2,Supplier16;Supplier44,2,GRN269;GRN3058,2,Invoice1151;Invoice3583,2,Payment6849;Payment7660,Successful
PO8726,PO8726,5,PR453;PR464;PR846;PR880;PR910,1,Supplier19,1,GRN867,1,Invoice82,1,Payment1523,Successful
PO238,PO238,1,PR911,1,Supplier23,1,GRN8577,1,Invoice9907,1,Payment7021,Successful
PO800,PO800,1,PR912,1,Supplier36,1,GRN1275,1,Invoice7065,1,Payment866,Successful
PO5224,PO5224,6,PR127;PR236;PR63;PR804;PR828;PR913,1,Supplier40,1,GRN6643,1,Invoice2561,1,Payment4738,Successful
PO8426,PO8426,1,PR915,1,Supplier38,1,GRN1464,1,Invoice2453,2,Payment7815;Payment8389,Successful
PO1115,PO1115,1,PR916,1,Supplier46,1,GRN309,1,Invoice6168,1,Payment6402,Successful
PO539,PO539,2,PR338;PR918,1,Supplier28,1,GRN9487,1,Invoice5823,1,Payment67,Mismatch
PO6412,PO6412,3,PR372;PR920;PR928,1,Supplier32,1,GRN6440,1,Invoice300,2,Payment4614;Payment9285,Successful
PO3624,PO3624,1,PR921,1,Supplier16,1,GRN2099,1,Invoice5126,1,Payment7711,Successful
PO5550,PO5550,1,PR923,1,Supplier13,1,GRN3720,1,Invoice6163,1,Payment6294,Successful
PO6503,PO6503,1,PR924,1,Supplier41,1,GRN6597,1,Invoice4779,2,Payment2975;Payment5883,Successful
PO9996,PO9996,1,PR925,1,Supplier12,1,GRN1971,1,Invoice46,1,Payment1229,Successful
PO9139,PO9139,3,PR461;PR521;PR926,1,Supplier15,1,GRN6577,1,Invoice2986,1,Payment3436,Successful
PO521,PO521,1,PR928,1,Supplier26,1,GRN2999,1,Invoice7408,1,Payment1083,Successful
PO5049,PO5049,5,PR148;PR267;PR327;PR853;PR930,1,Supplier32,1,GRN4466,1,Invoice5707,1,Payment9353,Successful
PO2531,PO2531,1,PR931,1,Supplier25,1,GRN2384,1,Invoice9923,1,Payment585,Successful
PO1110,PO1110,5,PR451;PR563;PR593;PR883;PR932,1,Supplier41,1,GRN89,1,Invoice3962,2,Payment3240;Payment6214,Mismatch
PO1218,PO1218,1,PR933,1,Supplier20,1,GRN5269,1,Invoice9967,1,Payment599,Successful
PO5198,PO5198,1,PR934,1,Supplier24,1,GRN1329,1,Invoice2775,1,Payment4088,Successful
PO6193,PO6193,5,PR390;PR435;PR478;PR651;PR935,1,Supplier12,1,GRN5347,1,Invoice765,1,Payment4311,Successful
PO6683,PO6683,4,PR262;PR46;PR796;PR936,1,Supplier23,1,GRN6391,1,Invoice7266,1,Payment4523,Mismatch
PO6960,PO6960,1,PR937,1,Supplier2,1,GRN7749,1,Invoice6882,1,Payment5714,Successful
PO5896,PO5896,3,PR407;PR789;PR938,1,Supplier21,1,GRN1737,1,Invoice9054,1,Payment5945,Successful
PO3789,PO3789,4,PR370;PR63;PR854;PR939,1,Supplier49,1,GRN1791,1,Invoice5779,1,Payment8794,Successful
PO3215,PO3215,6,PR252;PR593;PR639;PR746;PR812;PR940,1,Supplier38,1,GRN3752,1,Invoice2008,1,Payment6493,Successful
PO8053,PO8053,1,PR941,1,Supplier39,1,GRN7194,1,Invoice6677,1,Payment6497,Successful
PO2155,PO2155,1,PR942,1,Supplier22,1,GRN2906,1,Invoice6233,1,Payment9557,Successful
PO9690,PO9690,1,PR943,1,Supplier27,1,GRN9983,1,Invoice2454,1,Payment1781,Successful
PO702,PO702,3,PR282;PR862;PR944,1,Supplier10,1,GRN7582,1,Invoice593,1,Payment114,Successful
PO5042,PO5042,1,PR945,1,Supplier13,1,GRN9486,1,Invoice2101,1,Payment2892,Successful
PO9420,PO9420,4,PR104;PR384;PR593;PR946,1,Supplier26,1,GRN1199,1,Invoice6999,1,Payment2124,Successful
PO244,PO244,4,PR316;PR945;PR947;PR976,1,Supplier36,1,GRN1132,1,Invoice7890,1,Payment4856,Successful
PO3229,PO3229,1,PR948,1,Supplier18,1,GRN8322,1,Invoice7632,1,Payment8682,Successful
PO4558,PO4558,3,PR81;PR849;PR949,1,Supplier20,1,GRN6571,1,Invoice2051,1,Payment2539,Mismatch
PO9966,PO9966,5,PR226;PR241;PR583;PR866;PR950,1,Supplier8,1,GRN2930,1,Invoice977,1,Payment1015,Successful
PO359,PO359,1,PR951,1,Supplier8,1,GRN6764,1,Invoice3913,1,Payment3899,Successful
PO5934,PO5934,3,PR270;PR446;PR952,1,Supplier4,1,GRN1998,1,Invoice7541,1,Payment6408,Successful
PO3502,PO3502,2,PR631;PR953,1,Supplier21,1,GRN1000,1,Invoice9901,1,Payment6446,Successful
PO8646,PO8646,1,PR954,1,Supplier29,1,GRN8125,1,Invoice5668,1,Payment8925,Successful
PO1423,PO1423,1,PR955,1,Supplier32,1,GRN6665,1,Invoice551,1,Payment8018,Successful
PO5167,PO5167,1,PR956,1,Supplier33,1,GRN4177,1,Invoice4591,1,Payment2337,Successful
PO5529,PO5529,5,PR281;PR350;PR538;PR857;PR957,1,Supplier13,1,GRN621,1,Invoice997,1,Payment5595,Successful
PO7179,PO7179,1,PR958,1,Supplier6,1,GRN9836,1,Invoice9568,1,Payment2954,Successful
PO2251,PO2251,1,PR959,1,Supplier34,1,GRN6811,1,Invoice6912,1,Payment8446,Successful
PO541,PO541,1,PR960,1,Supplier6,1,GRN3776,1,Invoice4524,1,Payment5443,Successful
PO4189,PO4189,1,PR961,1,Supplier13,1,GRN5351,1,Invoice9178,1,Payment2457,Successful
PO5166,PO5166,5,PR118;PR567;PR60;PR848;PR963,1,Supplier12,1,GRN2861,1,Invoice3071,1,Payment7049,Successful
PO1352,PO1352,2,PR490;PR964,1,Supplier7,1,GRN2561,1,Invoice9807,1,Payment5323,Successful
PO420,PO420,5,PR236;PR40;PR475;PR487;PR965,1,Supplier21,1,GRN750,1,Invoice3592,1,Payment3899,Successful
PO8340,PO8340,3,PR236;PR736;PR966,1,Supplier25,1,GRN7129,1,Invoice5000,1,Payment3290,Successful
PO7665,PO7665,3,PR183;PR548;PR967,1,Supplier28,1,GRN197,1,Invoice5651,1,Payment4316,Successful
PO2599,PO2599,1,PR968,1,Supplier2,1,GRN8164,1,Invoice6913,1,Payment5766,Successful
PO2544,PO2544,1,PR970,1,Supplier43,1,GRN6768,1,Invoice108,1,Payment9917,Successful
PO5441,PO5441,1,PR971,1,Supplier8,1,GRN2756,1,Invoice4613,1,Payment350,Successful
PO9784,PO9784,4,PR215;PR323;PR605;PR972,1,Supplier31,1,GRN4846,1,Invoice9370,2,Payment3125;Payment8503,Successful
PO2693,PO2693,1,PR974,1,Supplier14,1,GRN598,1,Invoice8122,1,Payment1471,Successful
PO668,PO668,1,PR975,1,Supplier38,1,GRN9580,1,Invoice3358,1,Payment1798,Successful
PO4379,PO4379,1,PR976,1,Supplier41,1,GRN6283,1,Invoice8179,1,Payment6588,Successful
PO2090,PO2090,1,PR977,1,Supplier16,1,GRN7862,1,Invoice4870,1,Payment3483,Successful
PO5736,PO5736,5,PR421;PR56;PR595;PR916;PR978,1,Supplier30,1,GRN9476,1,Invoice9549,1,Payment2124,Successful
PO2468,PO2468,3,PR541;PR939;PR979,1,Supplier28,1,GRN2805,1,Invoice8414,2,Payment5727;Payment9679,Successful
PO9729,PO9729,1,PR980,1,Supplier47,1,GRN3690,1,Invoice630,1,Payment5996,Successful
PO9047,PO9047,3,PR355;PR580;PR981,1,Supplier5,1,GRN9778,1,Invoice3605,1,Payment2403,Successful
PO4971,PO4971,5,PR134;PR557;PR688;PR726;PR982,1,Supplier41,1,GRN6813,1,Invoice6700,1,Payment838,Successful
PO8165,PO8165,6,PR44;PR484;PR554;PR694;PR891;PR983,1,Supplier16,1,GRN5003,1,Invoice4789,2,Payment214;Payment6293,Mismatch
PO3841,PO3841,1,PR985,1,Supplier23,1,GRN6884,1,Invoice6483,1,Payment2367,Successful
PO8365,PO8365,1,PR986,1,Supplier19,1,GRN534,1,Invoice473,1,Payment907,Successful
PO2046,PO2046,3,PR657;PR98;PR988,1,Supplier41,1,GRN3020,1,Invoice821,1,Payment9641,Successful
PO1853,PO1853,1,PR989,1,Supplier44,1,GRN4495,1,Invoice6866,1,Payment4988,Successful
PO8296,PO8296,1,PR991,1,Supplier42,1,GRN4699,1,Invoice1832,1,Payment6237,Successful
PO4211,PO4211,1,PR992,1,Supplier37,1,GRN9063,1,Invoice342,2,Payment4599;Payment7488,Successful
PO942,PO942,1,PR993,1,Supplier41,1,GRN6491,1,Invoice9483,1,Payment8661,Successful
PO393,PO393,6,PR16;PR273;PR687;PR826;PR949;PR994,1,Supplier2,1,GRN5887,1,Invoice6593,1,Payment1474,Successful
PO6411,PO6411,2,PR942;PR995,1,Supplier29,1,GRN9206,1,Invoice2691,1,Payment8583,Successful
PO4838,PO4838,1,PR996,1,Supplier37,1,GRN8987,1,Invoice121,1,Payment9431,Successful
PO447,PO447,2,PR836;PR997,1,Supplier19,1,GRN3600,1,Invoice9035,1,Payment9665,Successful
PO3311,PO3311,1,PR998,1,Supplier6,1,GRN8056,1,Invoice2573,1,Payment474,Successful
PO3968,PO3968,2,PR281;PR999,1,Supplier5,1,GRN5957,1,Invoice3890,1,Payment9118,Successful
PO7524,PO7524,1,PR1000,1,Supplier2,1,GRN4574,1,Invoice5649,1,Payment5719,Successful
